1	338	42
2	289	103
3	289	144
4	437	236
5	504	369
6	543	446
7	581	607
8	628	721
9	656	731
10	609	739
11	638	917
12	698	1012
13	721	1075
14	792	1171
15	540	1573
16	549	1038
17	563	1114
18	597	1092
19	628	1106
20	642	1204
21	666	1264
22	689	1346
23	703	1414
24	722	1509
25	744	1586
26	762	1711
27	783	1790
28	805	1927
29	834	2013
30	839	2112
31	867	2221
32	891	2369
33	901	2435
34	921	2531
35	950	3099
36	992	2669
37	989	2622
38	997	2625
39	1022	2656
40	1047	2806
41	1060	3311
42	1565	3141
43	1132	3051
44	1148	3158
45	1147	3235
46	1186	3384
47	1189	3386
48	1213	3517
49	1226	3664
50	1251	3807
51	1267	3871
52	1286	3962
53	1312	4125
54	1344	4303
55	1340	4367
56	1358	4505
57	1381	4581
58	1396	4778
59	1444	4808
60	1437	4956
61	1470	5059
62	1481	5198
63	1525	5314
64	1567	5555
65	1602	5596
66	1606	9558
67	4429	47562
68	2979	9144
69	2363	9381
70	2367	10183
71	2615	10188
72	2663	11002
73	2811	11612
74	2711	7984
75	1766	6557
76	1772	6258
77	1775	6211
78	1793	6356
79	1818	6415
80	1885	6636
81	1875	6676
82	1914	6834
83	1909	6951
84	2792	9821
85	2010	9242
86	2805	11161
87	2821	10404
88	2046	7287
89	2016	7363
90	2036	7561
91	2049	7504
92	2072	7675
93	2092	7848
94	2113	8001
95	2128	8012
96	2150	8161
97	2161	8285
98	2201	8543
99	2222	8575
100	2228	8759
101	2252	8774
102	2262	8952
103	2284	8957
104	2304	9218
105	2319	9298
106	2357	9591
107	2391	9642
108	2392	9886
109	2443	10040
110	2476	10729
111	3361	10492
112	2497	10326
113	2482	10496
114	2529	10742
115	2577	10883
116	2558	10869
117	2562	10914
118	2585	11032
119	2611	11094
120	2637	11263
121	2640	11395
122	2669	11576
123	2682	11672
124	2704	11764
125	2739	11916
126	2762	12040
127	2759	12125
128	2792	12311
129	2788	12465
130	2823	12688
131	2839	12823
132	7174	13283
133	2922	13018
134	2916	13160
135	2929	13232
136	2938	13394
137	2968	13543
138	2968	13667
139	3001	13748
140	3019	13956
141	3045	14175
142	3058	14229
143	3079	14319
144	3100	14377
145	3120	14363
146	3143	14394
147	3157	14380
148	3195	14373
149	3209	14274
150	3224	14304
151	3288	14396
152	3305	14252
153	3285	14608
154	3418	14814
155	3440	17036
156	3206	13691
157	3134	14313
158	3739	14981
159	3422	14629
160	3414	15024
161	3205	15158
162	3473	15169
163	4194	14235
164	3275	15936
165	3624	15172
166	3307	15999
167	3617	15831
168	3720	16460
169	3762	16015
170	3847	15914
171	3409	16451
172	3709	16186
173	3711	16353
174	3709	16440
175	3738	16418
176	3753	16455
177	3755	30925
178	4667	18280
179	3831	26351
180	93365	48923
181	5483	34059
182	6129	37257
183	6538	29047
184	5581	28553
185	4383	17687
186	24889	26459
187	4025	18041
188	3977	18096
189	3986	18241
190	4011	18286
191	4038	18241
192	4045	18452
193	4063	18600
194	4093	18746
195	4106	18903
196	4129	19139
197	4137	19372
198	4170	19468
199	4181	19667
200	4228	19625
201	4241	19866
202	4261	19971
203	4295	34416
204	6336	32318
205	6340	32370
206	6230	32790
207	6341	33019
208	6459	32804
209	6360	33074
210	6297	33167
211	6384	33300
212	6432	33669
213	6414	33923
214	6508	34281
215	6576	34710
216	6581	34937
217	6609	35147
218	6700	35442
219	6742	33851
220	6597	35655
221	6726	41244
222	6814	36179
223	6760	41709
224	7676	40590
225	7399	39048
226	7313	39486
227	7716	39309
228	6957	37773
229	7295	38524
230	7051	38669
231	7097	39119
232	6842	33608
233	4927	23874
234	4562	23042
235	4582	24324
236	4932	24877
237	4963	25001
238	4986	25517
239	5080	25094
240	5004	25317
241	5015	25587
242	5020	25765
243	5067	25946
244	5070	26110
245	5119	26549
246	5126	26254
247	5134	26256
248	5139	26520
249	5172	26576
250	5189	26737
251	5217	26996
252	5240	27017
253	5242	27165
254	5269	27244
255	5306	27373
256	5307	27566
257	5334	27696
258	5343	27865
259	5379	28056
260	5408	28244
261	5411	28511
262	5415	28756
263	5435	28918
264	5480	28951
265	5485	29129
266	5505	29701
267	5518	29345
268	5549	29507
269	5577	29611
270	5582	33852
271	5645	29809
272	5625	29887
273	5656	30067
274	5678	30341
275	5689	30474
276	5711	30571
277	5731	31278
278	5757	31396
279	5785	30916
280	5795	31169
281	5822	31306
282	5849	31485
283	5864	31686
284	5886	31793
285	5885	31908
286	5924	32114
287	5941	32085
288	5950	32259
289	5964	32267
290	5998	32227
291	6073	32289
292	6046	32908
293	6060	32546
294	6079	32333
295	6106	32268
296	6226	32263
297	6292	32337
298	6210	32589
299	6186	32277
300	6221	32315
301	6218	32350
302	6247	32117
303	6260	32183
304	6276	32193
305	6299	32166
306	6315	32299
307	6326	32494
308	6353	32439
309	6375	32615
310	6387	32593
311	6465	32624
312	6499	32723
313	6449	33013
314	6476	38381
