1	1005	64
2	966	167
3	978	204
4	980	276
5	943	300
6	1001	467
7	1088	605
8	1111	779
9	1267	768
10	1152	813
11	1211	982
12	1228	1112
13	1241	1242
14	1298	1421
15	1295	1532
16	1321	1826
17	1373	1848
18	1400	1932
19	1461	1818
20	1508	2012
21	1501	2122
22	1520	2365
23	1431	2000
24	1290	1507
25	1045	1551
26	1064	1687
27	1077	1761
28	1090	1907
29	1106	1968
30	1123	2063
31	1146	2219
32	1158	2309
33	1180	2389
34	1196	2490
35	1214	2711
36	1240	2642
37	1242	2564
38	1271	2574
39	1282	2588
40	1292	2720
41	1317	2814
42	1333	2976
43	1352	2982
44	1362	3074
45	1384	3113
46	1399	3263
47	1418	3296
48	1436	3436
49	1458	3559
50	1474	3715
51	1481	3753
52	1506	3898
53	1519	4052
54	1539	4258
55	1558	4258
56	1574	4440
57	1590	4526
58	1604	4678
59	1629	4682
60	1645	4844
61	1661	4936
62	1680	5103
63	1703	5177
64	1714	5324
65	1728	5484
66	1749	5613
67	1769	9240
68	7622	5861
69	1438	5916
70	1450	6090
71	1471	6169
72	1485	6249
73	1507	6187
74	1518	6179
75	1542	6034
76	1556	6111
77	1574	6174
78	1589	6259
79	1606	6172
80	1623	6403
81	1643	6522
82	1653	6939
83	1571	6189
84	1583	6325
85	1600	6420
86	1617	6552
87	1631	6534
88	1647	6669
89	1666	6748
90	1681	6890
91	1697	6874
92	1712	7047
93	1729	7191
94	1741	7302
95	1760	7289
96	1780	7465
97	1793	7568
98	1809	7772
99	1826	7822
100	1840	7980
101	1861	8063
102	1873	8218
103	1890	8215
104	1908	8460
105	1921	8568
106	1939	8748
107	1949	8797
108	1973	8987
109	1989	9181
110	2001	9245
111	2019	9275
112	2036	9470
113	2051	9584
114	2071	9751
115	2083	9831
116	2105	10019
117	2117	10074
118	2129	10129
119	2148	10181
120	2160	10371
121	2178	10493
122	2196	10637
123	2208	10760
124	2227	10827
125	2244	10988
126	2258	11068
127	2278	11139
128	2293	11351
129	2309	11463
130	2325	11650
131	3104	14859
132	2385	11909
133	2374	11995
134	2399	12077
135	2407	12180
136	2419	12336
137	2437	16262
138	3758	19988
139	3410	19222
140	4009	23338
141	3466	19713
142	3496	20358
143	3368	20480
144	4511	23250
145	4704	22239
146	3978	21811
147	4295	23557
148	3899	22676
149	3784	15135
150	2862	13974
151	2846	13988
152	3030	14601
153	3137	14138
154	3003	14162
155	2943	14169
156	3276	14398
157	2991	14324
158	3004	14427
159	3021	14375
160	3025	14613
161	3061	14696
162	4020	14905
163	3060	14943
164	3070	15092
165	3086	15116
166	3105	15190
167	3809	14224
168	2930	14494
169	2951	14483
170	2968	14619
171	2985	14756
172	3004	14875
173	3019	18527
174	3395	16785
175	3302	16026
176	3324	16250
177	3315	16839
178	3343	16400
179	3123	15529
180	3133	15639
181	3151	15709
182	3169	15763
183	3183	15802
184	3194	15915
185	3217	16150
186	3231	16317
187	3249	16489
188	3261	16575
189	3273	16691
190	3291	16705
191	3307	16720
192	3327	16889
193	3348	17030
194	3359	17166
195	3372	17312
196	3391	17549
197	3407	17685
198	3423	17844
199	3438	17866
200	3454	18073
201	3470	18145
202	3487	18247
203	3503	18392
204	3521	18567
205	3537	21328
206	3898	20262
207	3900	20899
208	3921	20602
209	7038	24778
210	4063	21143
211	3979	20907
212	4135	22424
213	4135	21184
214	3977	21340
215	4049	21391
216	3980	22832
217	4008	21812
218	3996	24859
219	5214	22160
220	4034	22507
221	3796	20936
222	3815	21045
223	3823	21101
224	3832	21440
225	3854	21588
226	3864	21745
227	3885	21839
228	3905	22157
229	3927	22188
230	3938	22320
231	3956	22262
232	3966	22497
233	3982	22569
234	4000	22679
235	4009	22762
236	4027	22878
237	4043	22949
238	4062	23068
239	4078	23077
240	4097	23311
241	4110	23424
242	4130	23608
243	4144	26043
244	4473	25904
245	4494	25780
246	5602	26220
247	4529	28222
248	6035	37477
249	4651	26243
250	4551	27643
251	4602	25878
252	4288	24896
253	4306	24991
254	4314	25077
255	4335	37643
256	5941	41708
257	6101	26650
258	4562	26017
259	4475	25841
260	4451	25985
261	4454	26241
262	4463	27549
263	4496	26546
264	4490	26653
265	4494	26798
266	4517	26907
267	4526	27002
268	4540	27119
269	4572	31410
270	5007	29250
271	4916	29360
272	4938	29436
273	4955	29638
274	4963	29773
275	4987	29995
276	5012	30085
277	5026	30220
278	5046	30283
279	5064	30424
280	5078	30638
281	5095	30846
282	5120	30999
283	5139	31176
284	5146	31316
285	5168	31701
286	5186	31538
287	5207	31598
288	5228	31745
289	5240	31750
290	5295	31781
291	5273	31763
292	8882	29760
293	4966	29691
294	4981	42006
295	7111	42604
296	5104	29974
297	5129	29710
298	5076	29569
299	5073	29569
300	5097	30655
301	5117	29484
302	5115	29471
303	5118	29378
304	5144	29505
305	5165	29517
306	5173	29570
307	5189	29683
308	5204	29753
309	5214	29912
310	5238	29911
311	5250	30006
312	5264	30223
313	5283	30208
314	5305	33611
315	6346	32487
316	5897	32618
317	5764	32458
318	5734	32514
319	5755	32343
320	5771	32746
321	5786	32813
322	5808	32910
323	5832	33012
324	5845	33159
325	5860	33392
326	5881	33592
327	5894	33682
328	5914	33874
329	5928	33955
330	5946	34079
331	5979	34814
332	6157	36308
333	6101	34899
334	6131	34390
335	6117	40624
336	6905	34614
337	6072	34758
338	6090	34948
